profile_id	condition	layer	decode_index	kernel_index	kernel_role	kernel_name	metric_name	unit	value	replay_pass_count
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	4.59	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.38	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.42	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40722432.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983776.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	33059328.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	384.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	56224.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4608.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	215406.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1032568.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	33058944.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	384.0	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	51.28	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.06	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.4	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.37	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.86	3
L14_UP_D3_FAIR_N2	FAIR_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40690688.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983584.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	35292032.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	512.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	59616.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4448.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	144898.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102348.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35292032.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	512.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	54.07	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.47	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.04	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.0	3
L14_UP_D3_FAIR_N28	FAIR_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40709344.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983872.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	35281792.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	384.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	59392.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4416.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	145842.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102044.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35281792.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	384.0	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	53.94	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.46	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.05	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.96	3
L14_UP_D3_FAIR_N8	FAIR_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40744704.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	984448.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	46040192.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	384.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	77600.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4480.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146902.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35279104.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	384.0	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	60.65	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.5	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	4.59	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.43	3
L27_UP_D3_CONTROL_N28	CONTROL_N28	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L27_UP_D3_CONTROL_N4	CONTROL_N4	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L27_UP_D3_CONTROL_N4	CONTROL_N4	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L27_UP_D3_CONTROL_N4	CONTROL_N4	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40739296.0	3
L27_UP_D3_CONTROL_N4	CONTROL_N4	27	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	984096.0	3
L27_UP_D3_CONTROL_N4	CONTROL_N4	27	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	46018432.0	3
