condition	target	decode_index	token_id	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256	requested_setaside_bytes	actual_setaside_bytes	transition_count
SHARE3	L0_UP	1	11	0.05734400078654289	0.05632000043988228	0.060416001826524734	0.027822076976701478	[0.05734400078654289, 0.05632000043988228, 0.060416001826524734, 0.05734400078654289, 0.058368001133203506, 0.060416001826524734, 0.05632000043988228]	d2f9eab5b3cde9b1e8e5c4487a91b5e396c6dc12d30d6dda077361b7ff955a66	7b97011d4566bef596de6999abdf634e5c246e2db456b87146cc512378cfbe6b	33947648	37748736	15
SHARE3	L0_UP	2	323	0.05119999870657921	0.04915200173854828	0.05222399905323982	0.02256161793232671	[0.050175998359918594, 0.050175998359918594, 0.05222399905323982, 0.05119999870657921, 0.05222399905323982, 0.05222399905323982, 0.04915200173854828]	10f11af8b788226f394a91405cc3886e6c7856bde09025a7ad9cd0f7cc361177	1a5703302916b1bb76afbbc8fec106ab2f0c8be1d55050b4acef2594177d3328	33947648	37748736	15
SHARE3	L0_UP	3	3950	0.05222399905323982	0.050175998359918594	0.053247999399900436	0.023294390444327042	[0.05119999870657921, 0.050175998359918594, 0.05222399905323982, 0.05222399905323982, 0.053247999399900436, 0.053247999399900436, 0.050175998359918594]	9e7734930ffe1cb6f035cd455794ce8e535a9853c7ceb5a236770a4cc2b33a06	abb444c62e12fec00485479cc7d40d69aa816d2965f7ba1af6f781a3ede0d142	33947648	37748736	15
SHARE3	L14_UP	0	23578	0.0655359998345375	0.0655359998345375	0.0655359998345375	0.0	[0.0655359998345375, 0.0655359998345375, 0.0655359998345375, 0.0655359998345375, 0.0655359998345375, 0.0655359998345375, 0.0655359998345375]	17cb33dd1fdc75886d6152d68abd826d676bab4423d2a3000986f0d27b2b86c5	282a61a18e36691780f971001ffa7a4e0473e70416164304de1410d2f1293df7	33947648	37748736	15
SHARE3	L14_UP	1	11	0.05222399905323982	0.05119999870657921	0.053247999399900436	0.014822141482971493	[0.05119999870657921, 0.05119999870657921, 0.05222399905323982, 0.053247999399900436, 0.05222399905323982, 0.05222399905323982, 0.053247999399900436]	7452778f19f09e10a4563921776438a1bf015853ab35544b839429f9d52f66e4	01bbee782d3ad81acbdad62b1f87be20228e7351223548ad1b447b190d16957d	33947648	37748736	15
SHARE3	L14_UP	2	323	0.05222399905323982	0.050175998359918594	0.05427199974656105	0.023435863443727882	[0.05222399905323982, 0.050175998359918594, 0.053247999399900436, 0.05427199974656105, 0.05222399905323982, 0.05222399905323982, 0.05119999870657921]	225308e20251277b8e8894ffbde9d11989015a36fbce06334a9eb9961712066b	7fd4ace031eb223e62056e45cd0e3b3e69cf5bb159921725ac44f1c148f1b3a3	33947648	37748736	15
SHARE3	L14_UP	3	3950	0.05222399905323982	0.05119999870657921	0.053119998425245285	0.011952721782775554	[0.05119999870657921, 0.05119999870657921, 0.05222399905323982, 0.053119998425245285, 0.05222399905323982, 0.05222399905323982, 0.05222399905323982]	fad24b505c70b2c4d5265fc0f028fbda7ab87338c131c47e6a534663615297e5	1d4d06b3d59eb3dd8dc7907fd560d2c3bcc97efd037df072c8f534d199ea6eca	33947648	37748736	15
SHARE3	L0_DOWN	0	23578	0.07782399654388428	0.07782399654388428	0.0798719972372055	0.009513099723256752	[0.07782399654388428, 0.0798719972372055, 0.07782399654388428, 0.07884799689054489, 0.07782399654388428, 0.07782399654388428, 0.07884799689054489]	cb50a226fd7403effa427b3aa248b7094a3cffb982b6e6b92aa40d2559b27f93	b01d6063f53842fa93448b59b0f73631b28568764501577e389ca4cf469de6f7	33947648	37748736	15
SHARE3	L0_DOWN	1	11	0.07065600156784058	0.06963200122117996	0.07168000191450119	0.007746705114766459	[0.07065600156784058, 0.07065600156784058, 0.07065600156784058, 0.07168000191450119, 0.06963200122117996, 0.07065600156784058, 0.07065600156784058]	025b9c6e3bb9a34ed6c79e0397b52fdda4892e4718f4ac832eaf27a37eca2fa8	b720fdd0913b1dd3b7df909bd50f71ac928a92531d1b9479a454891d873bf4b2	33947648	37748736	15
SHARE3	L0_DOWN	2	323	0.06963200122117996	0.06860800087451935	0.07065600156784058	0.010248914333786231	[0.06963200122117996, 0.07065600156784058, 0.06860800087451935, 0.07065600156784058, 0.06963200122117996, 0.06963200122117996, 0.07065600156784058]	d4595db8994a4ff32ff77750cf9b8dfdaab4f473145da0e1b871b4a387b92389	06ecadba2a7ce105244e5594071264b9e30b13b27d33dda9b36d044b6209e5e4	33947648	37748736	15
SHARE3	L0_DOWN	3	3950	0.07065600156784058	0.06963200122117996	0.07065600156784058	0.0072168806621696995	[0.06963200122117996, 0.07065600156784058, 0.06963200122117996, 0.07065600156784058, 0.06963200122117996, 0.07065600156784058, 0.07065600156784058]	957ce18d03dcf95851592b34c608119b40e80ddccb115ba484f15e60f92e69e5	edc30fd987ec937b10dc014ec39abf7faf615baf9b01d097462356f5b4887ded	33947648	37748736	15
