pattern	point	mode	repetition	step	active_bytes	selected_experts	step_ms	point_id	allocated_bytes	migration_count	migration_bytes	migration_time_ns	gpu_fault_events
D3	ACTUAL_DECODE8	M0	repeat	12	100663296	28,60,32,45,15,38,9,43	0.823904	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	13	100663296	11,15,6,50,2,26,56,49	0.824064	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	14	100663296	54,36,56,6,28,45,5,37	0.823936	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	15	100663296	30,62,15,27,56,61,34,21	0.824704	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	16	1054085120	49,41,21,0,13,14,11,20	4.65587	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	17	100663296	25,1,47,21,0,35,15,52	0.821824	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	18	100663296	50,5,1,40,8,59,18,51	0.822336	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	19	100663296	20,8,43,31,48,2,23,35	0.822208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	20	100663296	55,20,39,35,22,47,33,52	0.82208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	21	100663296	27,29,10,55,8,49,44,34	0.821376	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	22	100663296	50,40,18,35,42,36,13,30	0.821376	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	23	100663296	4,30,22,33,40,32,43,1	0.820064	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	24	100663296	2,49,27,36,6,24,51,33	0.822432	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	25	100663296	1,51,38,36,63,11,31,4	0.822816	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	26	100663296	29,9,39,22,53,47,20,19	0.822144	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	27	100663296	3,11,38,14,47,51,7,13	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	28	100663296	41,40,31,53,45,21,32,18	0.823904	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	29	100663296	11,21,48,43,16,6,35,56	0.822848	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	30	100663296	28,3,6,36,46,4,14,23	0.82176	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	31	100663296	33,5,12,61,27,55,20,30	0.822176	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	32	1054085120	44,50,14,19,61,0,30,49	4.65648	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	33	100663296	48,29,35,31,25,5,9,42	0.82208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	34	100663296	49,5,40,18,15,59,8,58	0.822432	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	35	100663296	35,31,36,23,48,43,44,33	0.82144	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	36	100663296	17,55,34,10,62,21,47,4	0.822208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	37	100663296	5,29,8,25,36,38,27,49	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	38	100663296	18,48,47,29,20,44,39,42	0.821088	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	39	100663296	59,46,4,26,25,62,13,7	0.821952	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	40	100663296	27,49,24,12,52,20,57,55	0.82176	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	41	100663296	63,26,20,51,48,4,28,7	0.821664	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	42	100663296	28,13,31,20,22,15,2,9	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	43	100663296	46,28,14,17,10,13,47,49	0.822304	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	44	100663296	41,4,45,31,57,29,17,48	0.82304	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	45	100663296	11,0,57,6,31,36,16,62	0.823008	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	46	100663296	36,28,6,46,23,13,10,35	0.821568	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	47	100663296	5,20,30,40,42,34,28,55	0.82304	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	48	1054085120	44,41,3,30,0,35,21,60	4.6488	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	49	100663296	59,44,25,28,12,26,46,35	0.820576	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	50	100663296	18,5,15,40,11,6,54,28	0.821696	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	51	100663296	59,57,33,31,35,1,4,43	0.821152	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	52	100663296	55,62,17,47,56,46,31,45	0.81952	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	53	100663296	8,29,36,27,38,25,55,49	0.819712	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	54	100663296	18,40,47,48,42,31,29,39	0.820096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	55	100663296	12,26,46,59,4,13,30,33	0.820256	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	56	100663296	27,49,6,52,22,20,24,12	0.82096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	57	100663296	28,27,47,41,20,33,63,26	0.822816	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	58	100663296	28,15,49,2,20,23,18,24	0.820544	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	59	100663296	14,54,28,49,12,10,17,13	0.821088	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	60	100663296	41,48,31,4,28,29,3,10	0.822112	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	61	100663296	57,31,0,62,10,16,38,6	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	62	100663296	46,23,40,36,7,6,61,57	0.82208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	63	100663296	57,23,22,5,36,42,31,43	0.82256	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	64	1054085120	60,7,22,43,24,57,44,19	4.64954	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	65	100663296	45,12,62,59,23,25,14,31	0.820096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	66	100663296	5,6,15,18,40,11,16,42	0.821312	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	67	100663296	47,59,4,31,2,33,35,48	0.81984	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	68	100663296	55,40,17,62,10,4,21,39	0.819552	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	69	100663296	15,49,8,29,47,27,53,36	0.820192	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	70	100663296	40,18,27,39,8,13,35,15	0.821056	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	71	100663296	16,62,35,54,40,8,14,13	0.820224	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	72	100663296	41,48,27,49,59,52,13,12	0.822016	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	73	100663296	27,47,51,62,63,26,33,6	0.8208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	74	100663296	15,20,22,55,27,28,23,8	0.820288	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	75	100663296	54,28,14,30,7,18,36,46	0.831744	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	76	100663296	4,34,49,45,1,16,57,50	0.8216	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	77	100663296	30,0,12,33,6,58,37,16	0.821856	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	78	100663296	10,18,31,50,0,15,13,36	0.82224	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	79	100663296	4,46,10,13,50,54,24,28	0.824256	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	80	1054085120	10,41,55,56,46,60,48,0	4.65306	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	81	100663296	25,59,12,40,31,58,46,47	0.820384	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	82	100663296	20,54,5,21,40,56,15,12	0.820672	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	83	100663296	18,46,28,2,25,43,57,35	0.821856	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	84	100663296	55,13,60,46,17,36,57,38	0.821536	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	85	100663296	18,42,8,36,50,21,29,38	0.819712	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	86	100663296	3,60,13,6,42,37,18,56	0.819392	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	87	100663296	14,16,6,4,13,54,9,15	0.819552	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	88	100663296	27,59,6,51,40,28,22,20	0.82128	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	89	100663296	47,59,51,33,11,29,61,28	0.821056	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	90	100663296	3,20,61,14,22,45,44,19	0.821344	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	91	100663296	14,47,31,23,8,13,29,7	0.821248	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	92	100663296	45,18,32,33,22,38,31,62	0.82208	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	93	100663296	24,60,11,2,34,6,7,15	0.821952	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	94	100663296	53,20,29,36,4,6,28,23	0.822112	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	95	100663296	61,34,24,12,30,57,22,44	0.82192	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	96	1054085120	24,60,41,46,11,22,59,49	4.65059	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	97	100663296	30,31,46,59,25,60,47,49	0.820544	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	98	100663296	5,13,11,6,53,35,54,40	0.820864	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	99	100663296	57,31,43,35,59,6,2,25	0.820576	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	100	100663296	17,55,13,62,19,0,30,47	0.821376	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	101	100663296	38,8,36,29,42,0,48,59	0.820608	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	102	100663296	18,60,40,56,42,21,57,7	0.820768	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	103	100663296	4,46,35,9,0,32,55,21	0.820128	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	104	100663296	27,49,36,59,7,6,52,22	0.82112	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	105	100663296	47,33,2,41,51,26,31,28	0.821248	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	106	100663296	28,22,20,52,55,61,50,19	0.820928	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	107	100663296	35,14,47,28,54,40,3,25	0.821152	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	108	100663296	48,31,29,46,10,24,20,13	0.821952	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	109	100663296	57,60,31,32,16,5,62,25	0.821376	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	110	100663296	4,34,57,17,40,63,51,7	0.82192	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	111	100663296	5,33,19,42,47,24,12,16	0.822592	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	112	1054085120	22,36,57,24,60,7,19,59	4.64877	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	113	100663296	27,23,62,31,54,34,52,14	0.819328	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	114	100663296	22,3,13,63,35,33,38,48	0.82272	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	115	100663296	37,42,30,12,19,54,13,6	0.821088	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	116	100663296	61,6,43,42,23,21,25,63	0.820224	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	117	100663296	58,52,53,42,55,22,51,21	0.820096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	118	100663296	24,40,36,62,57,23,53,52	0.820096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	119	100663296	35,4,13,45,29,1,2,33	0.819616	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	120	100663296	27,16,21,30,48,7,59,32	0.820288	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	121	100663296	52,51,6,47,8,39,34,20	0.820448	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	122	100663296	50,12,11,58,62,7,43,22	0.819904	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	123	100663296	7,44,47,37,24,10,40,25	0.82096	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	124	100663296	15,45,38,32,17,51,43,62	0.821216	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	125	100663296	54,11,15,6,2,60,49,21	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	126	100663296	5,6,56,36,28,45,4,51	0.821152	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	127	100663296	47,34,12,50,33,30,45,20	0.821184	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	0	1054085120	22,44,60,57,24,7,43,39	130.486	D3_ACTUAL_DECODE8_M1	13838323712	16627	1063981056	63219758	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	1	100663296	58,12,25,49,54,62,1,31	6.47699	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4285075	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	2	100663296	29,0,44,63,40,5,60,23	6.39731	D3_ACTUAL_DECODE8_M1	13838323712	71	99651584	4239728	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	3	100663296	30,12,42,49,6,27,15,51	6.38829	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4284431	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	4	100663296	24,6,39,23,58,50,21,55	6.34877	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4293809	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	5	100663296	51,21,42,53,55,52,0,61	6.45891	D3_ACTUAL_DECODE8_M1	13838323712	71	100483072	4280242	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	6	100663296	40,24,30,63,36,57,23,52	6.44166	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4287087	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	7	100663296	10,35,19,13,21,4,52,45	6.56637	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4287125	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	8	100663296	27,59,60,7,32,16,9,18	6.04182	D3_ACTUAL_DECODE8_M1	13838323712	72	100503552	4277208	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	9	100663296	43,49,61,51,52,6,39,22	6.00374	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4283245	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	10	100663296	42,26,20,22,44,57,35,62	6.05984	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4283840	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	11	100663296	4,7,14,47,39,27,10,62	6.0343	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4282858	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	12	100663296	28,60,32,45,15,38,9,43	6.03325	D3_ACTUAL_DECODE8_M1	13838323712	71	100462592	4274232	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	13	100663296	11,15,6,50,2,26,56,49	6.02413	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4283032	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	14	100663296	54,36,56,6,28,45,5,37	5.96838	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4283315	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	15	100663296	30,62,15,27,56,61,34,21	5.95149	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4283793	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	16	1054085120	49,41,21,0,13,14,11,20	10.0112	D3_ACTUAL_DECODE8_M1	13838323712	72	100143104	4260492	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	17	100663296	25,1,47,21,0,35,15,52	4.8184	D3_ACTUAL_DECODE8_M1	13838323712	54	75255808	3202674	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	18	100663296	50,5,1,40,8,59,18,51	4.79837	D3_ACTUAL_DECODE8_M1	13838323712	54	75497472	3212402	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	19	100663296	20,8,43,31,48,2,23,35	6.34346	D3_ACTUAL_DECODE8_M1	13838323712	72	100663296	4282313	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	20	100663296	55,20,39,35,22,47,33,52	4.85245	D3_ACTUAL_DECODE8_M1	13838323712	54	75497472	3212015	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	21	100663296	27,29,10,55,8,49,44,34	5.43898	D3_ACTUAL_DECODE8_M1	13838323712	63	87674880	3731348	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	22	100663296	50,40,18,35,42,36,13,30	4.76925	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2677039	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	23	100663296	4,30,22,33,40,32,43,1	5.29766	D3_ACTUAL_DECODE8_M1	13838323712	63	88080384	3746508	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	24	100663296	2,49,27,36,6,24,51,33	5.31968	D3_ACTUAL_DECODE8_M1	13838323712	63	88080384	3748428	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	25	100663296	1,51,38,36,63,11,31,4	5.29357	D3_ACTUAL_DECODE8_M1	13838323712	63	88080384	3746989	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	26	100663296	29,9,39,22,53,47,20,19	4.78928	D3_ACTUAL_DECODE8_M1	13838323712	53	75403264	3207599	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	27	100663296	3,11,38,14,47,51,7,13	4.224	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2676495	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	28	100663296	41,40,31,53,45,21,32,18	4.78358	D3_ACTUAL_DECODE8_M1	13838323712	54	75497472	3213554	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	29	100663296	11,21,48,43,16,6,35,56	4.21226	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2676584	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	30	100663296	28,3,6,36,46,4,14,23	4.21763	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2676911	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	31	100663296	33,5,12,61,27,55,20,30	4.1857	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2676495	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	32	1054085120	44,50,14,19,61,0,30,49	7.4849	D3_ACTUAL_DECODE8_M1	13838323712	36	50331648	2142216	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	33	100663296	48,29,35,31,25,5,9,42	4.20109	D3_ACTUAL_DECODE8_M1	13838323712	45	62894080	2675695	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	34	100663296	49,5,40,18,15,59,8,58	3.02157	D3_ACTUAL_DECODE8_M1	13838323712	27	37748736	1606985	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	35	100663296	35,31,36,23,48,43,44,33	3.00502	D3_ACTUAL_DECODE8_M1	13838323712	27	37748736	1605289	UNAVAILABLE
D3	ACTUAL_DECODE8	M1	cold	36	100663296	17,55,34,10,62,21,47,4	4.16691	D3_ACTUAL_DECODE8_M1	13838323712	45	62914560	2677135	UNAVAILABLE
