plan_id	split_id	source_roi	reference_arm	candidate_arm	metric	reference_value	estimate	absolute_error	relative_error	percentage_point_error	interval_kind	interval_low	interval_high	effect_reference	effect_estimate	effect_resolution	prediction_verdict	validation_verdict	test_set_previously_seen	scope
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	248492	232801	14.836594226	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	250475.2	234679.2	14.8568751583	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	64350.4	60216.4	14.5661344944	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	3073710203	3011219965	48.1870458711	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	4475500485	4381332330	46.5266876047	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	53003567	51884040	46.3446080354	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	53003567	51884040	46.3446080354	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	3563973	3518746	77.8018882526	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	2168728	2147912	103.185626441	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	2177032	2156133	103.169194698	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	1098896	1090267	126.349171399	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	708088055	673523429	19.4859168735	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	992335930	916320537	12.0544076777	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	1804860	1746913	30.146737536	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	1804860	1746913	30.146737536	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	1525140	1502920	67.6381638164	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	1492765	1477074	94.1351092983	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	1505160	1489364	94.2874145353	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	386280	382146	92.4397677794	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	15691215.3333	46799022.6667	0.748901335064	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	19912646	74255509	0.788541614732	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	363992	755535	0.674869833421	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	363992	755535	0.674869833421	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	5190	40037	0.885245539169	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	807.333333333	20008.6666667	0.961215731489	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	807.333333333	20091.6666667	0.961369762509	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	346	8283	0.959902653842	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	8949066.66667	25615559.3333	0.741091754713	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	5968100	70047293	0.921488270145	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	102366.666667	44419.6666667	0.766556796153	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	102366.666667	44419.6666667	0.766556796153	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	11223.3333333	10996.6666667	0.494899489949	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	4193.33333333	11497.6666667	0.732755507403	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	4193.33333333	11602.6666667	0.734531949017	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	1110	3024	0.731494920174	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	73103745	10613507	0.169842640062	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	124147625.667	29979470.6667	0.318361028382	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	1382731.33333	263204.333333	0.235103158149	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	1382731.33333	263204.333333	0.235103158149	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	31082.3333333	14144.6666667	0.312748284579	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	14762.6666667	6053.33333333	0.29080194722	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	14820.3333333	6078.66666667	0.290859211765	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	3921.33333333	4707.66666667	0.545563410206	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	33051113.3333	1513512.66667	0.0437879080962	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	PASS	PASS	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	79743386.6667	3727993.66667	0.0490426151801	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	PASS	PASS	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	30401.6666667	27545.3333333	0.475353915359	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	30401.6666667	27545.3333333	0.475353915359	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	16773.3333333	5446.66666667	0.245124512451	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	8325	7366	0.469441080874	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	8325	7471	0.472967839959	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	2096.66666667	2037.33333333	0.492823738107	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	54792800.6957	7697437.30435	0.123178236325	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	84601603.3043	9566551.69565	0.10159009376	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	861810.782609	257716.217391	0.230200984337	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	861810.782609	257716.217391	0.230200984337	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	23528	21699	0.479779777566	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	10049.0434783	10766.9565217	0.517244260268	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	10049.0434783	10849.9565217	0.519161515945	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	2677.73913043	5951.26086957	0.689681407992	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	24075248.8	10489377.2	0.303471450841	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	48108939.2	27906453.8	0.367115826133	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	77315.2	19368.2	0.334239908882	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	77315.2	19368.2	0.334239908882	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	14148.8	8071.2	0.363240324032	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	5624	10067	0.641577974635	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	5624	10172	0.643960496328	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	1509.6	2624.4	0.634833091437	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	81333701	18843463	0.301542506527	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	143726497	49558342	0.526274959937	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	426618	692909	0.61893013746	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	426618	692909	0.61893013746	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	55706	10479	0.231697879585	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	23528	2712	0.130284396618	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	23874	2975	0.142351308675	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	6228	2401	0.278247769151	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	5225880	29338746	0.848808432066	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	284160	75731233	0.996261809763	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	1110	56837	0.980844564861	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	1110	56837	0.980844564861	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	0	22220	1	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
