phase	utc	mem_available_kb	swap_free_kb	memory_psi_full_avg10	io_psi_full_avg10	pswpin	pswpout	cpu_iowait_ticks	cpu_total_ticks	loadavg_1	loadavg_5	loadavg_15	c12_simulator_count	c12_worker_rss_kb	swap_in_mib_s	swap_out_mib_s	cpu_iowait_pct
batch_running	2026-09-10T01:44:59+00:00	175697140	64	0.0	0.0	3075102	8902201	1113928633	292915867098	576.10	512.43	501.82	4	2917671:1692732;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:45:02+00:00	175709580	64	0.0	0.0	3075102	8902201	1113928634	292916045358	576.25	513.52	502.23	4	2917671:1692732;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:45:11+00:00	175767176	64	0.0	0.0	3075102	8902201	1113928637	292916512628	580.37	516.48	503.32	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:45:13+00:00	175783848	64	0.0	0.0	3075102	8902201	1113928637	292916594560	580.37	516.48	503.32	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:45:17+00:00	175792720	68	0.0	0.0	3075103	8902201	1113928639	292916774620	581.46	517.76	503.80	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000977	0.000000	0.0011
batch_running	2026-09-10T01:45:29+00:00	175786304	68	0.0	0.0	3075103	8902201	1113928645	292917417218	582.79	520.13	504.72	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:45:33+00:00	175591524	68	0.0	0.0	3075103	8902201	1113928646	292917593431	582.96	521.21	505.15	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:45:43+00:00	175533068	76	0.0	0.0	3075105	8902201	1113928652	292918143198	585.81	523.88	506.20	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000781	0.000000	0.0011
batch_running	2026-09-10T01:45:47+00:00	175623324	76	0.0	0.0	3075105	8902201	1113928653	292918322807	586.55	525.06	506.67	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:45:50+00:00	175643796	76	0.0	0.0	3075105	8902201	1113928654	292918462517	586.55	525.06	506.67	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:45:59+00:00	175745936	76	0.0	0.0	3075105	8902201	1113928656	292918965359	588.86	527.58	507.69	4	2917671:1696828;2928618:1707388;3239613:1157552;3390735:1103060	0.000000	0.000000	0.0004
batch_running	2026-09-10T01:46:03+00:00	175745008	76	0.0	0.0	3075105	8902201	1113928724	292919141883	590.23	528.88	508.22	4	2917671:1696828;2928618:1707388;3239613:1161648;3390735:1103060	0.000000	0.000000	0.0385
batch_running	2026-09-10T01:46:14+00:00	175761568	76	0.0	0.0	3075105	8902201	1113928825	292919692246	590.83	531.04	509.14	4	2917671:1696828;2928618:1707388;3239613:1152372;3390735:1103060	0.000000	0.000000	0.0184
batch_running	2026-09-10T01:46:17+00:00	175666052	76	0.0	0.0	3075105	8902201	1113928826	292919871599	590.36	531.93	509.55	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1103060	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:46:28+00:00	175535268	80	0.0	0.0	3075105	8902201	1113928829	292920421738	591.50	534.11	510.50	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1103060	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:46:30+00:00	175501192	80	0.0	0.0	3075105	8902201	1113928830	292920513245	591.50	534.11	510.50	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1103060	0.000000	0.000000	0.0011
batch_running	2026-09-10T01:46:33+00:00	174562328	80	0.0	0.0	3075105	8902201	1113928831	292920689666	592.50	535.27	511.00	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1103060	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:46:44+00:00	174866628	80	0.0	0.0	3075105	8902201	1113928836	292921241241	592.00	537.05	511.84	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:46:47+00:00	174981836	80	0.0	0.0	3075105	8902201	1113928837	292921420018	593.04	538.18	512.34	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:46:55+00:00	175063772	80	0.0	0.0	3075105	8902201	1113928840	292921805097	593.60	539.21	512.81	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:47:03+00:00	175105288	80	0.0	0.0	3075105	8902201	1113928842	292922239319	593.27	540.93	513.66	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0005
independent_live_monitor	2026-09-10T01:47:06+00:00	175090184	80	0.0	0.0	3075105	8902201	1113928843	292922384512	593.73	541.90	514.12	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:47:14+00:00	175083852	80	0.0	0.0	3075105	8902201	1113928846	292922789857	594.48	542.91	514.59	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:47:18+00:00	175088324	80	0.0	0.0	3075105	8902201	1113928847	292922968797	595.88	544.06	515.12	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:47:25+00:00	175073552	80	0.0	0.0	3075105	8902201	1113928850	292923352667	595.00	545.57	515.92	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:47:34+00:00	173439776	84	0.0	0.0	3075106	8902201	1113928852	292923787372	596.68	546.74	516.46	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000434	0.000000	0.0005
batch_running	2026-09-10T01:47:40+00:00	175251488	84	0.0	0.0	3075106	8902201	1113928855	292924083396	597.27	547.69	516.93	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0010
independent_live_monitor	2026-09-10T01:47:45+00:00	175296576	88	0.0	0.0	3075107	8902201	1113928856	292924338231	596.69	548.39	517.32	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000781	0.000000	0.0004
batch_running	2026-09-10T01:47:48+00:00	175361072	92	0.0	0.0	3075108	8902201	1113928857	292924518126	600.31	549.95	517.99	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.001302	0.000000	0.0006
batch_running	2026-09-10T01:47:56+00:00	175468692	96	0.0	0.0	3075109	8902201	1113928860	292924900732	599.72	551.48	518.83	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000488	0.000000	0.0008
batch_running	2026-09-10T01:48:04+00:00	175505552	96	0.0	0.0	3075109	8902201	1113928863	292925335852	599.11	552.15	519.23	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:48:10+00:00	175535884	96	0.0	0.0	3075109	8902201	1113928865	292925631796	598.70	552.85	519.63	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:48:18+00:00	175601180	256	0.0	0.0	3075149	8902201	1113928867	292926066916	596.58	553.91	520.33	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.019531	0.000000	0.0005
independent_live_monitor	2026-09-10T01:48:23+00:00	175526448	256	0.0	0.0	3075149	8902201	1113928868	292926287263	596.54	554.61	520.73	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:48:26+00:00	175653556	256	0.0	0.0	3075149	8902201	1113928869	292926448639	596.89	555.38	521.17	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:48:34+00:00	174134904	0	0.0	0.0	3075149	8902265	1113928928	292926885050	599.07	556.52	521.72	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.031250	0.0135
batch_running	2026-09-10T01:48:40+00:00	175168984	0	0.0	0.0	3075149	8902265	1113928931	292927180850	597.86	556.97	522.05	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0010
batch_running	2026-09-10T01:48:44+00:00	175341796	0	0.0	0.0	3075149	8902265	1113928932	292927359673	598.11	557.71	522.48	4	2917671:1696828;2928618:1711484;3239613:1152372;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:48:56+00:00	175580048	0	0.0	0.0	3075149	8902265	1113928935	292927996712	565.67	552.80	521.45	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:49:00+00:00	175575788	0	0.0	0.0	3075149	8902265	1113928936	292928177513	565.67	552.80	521.45	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:49:01+00:00	175591328	0	0.0	0.0	3075149	8902265	1113928937	292928243788	540.23	547.74	519.98	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0015
batch_running	2026-09-10T01:49:10+00:00	175566168	0	0.0	0.0	3075149	8902265	1113928941	292928729101	479.16	534.45	515.96	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:49:14+00:00	175557792	0	0.0	0.0	3075149	8902265	1113928942	292928908256	479.16	534.45	515.96	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:49:26+00:00	175406828	4	0.0	0.0	3075150	8902265	1113928946	292929544193	382.84	510.44	508.40	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000326	0.000000	0.0006
batch_running	2026-09-10T01:49:30+00:00	175430760	4	0.0	0.0	3075150	8902265	1113928947	292929726454	382.84	510.44	508.40	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0005
independent_live_monitor	2026-09-10T01:49:39+00:00	174955160	12	0.0	0.0	3075152	8902265	1113928950	292930189396	330.90	495.12	503.44	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000868	0.000000	0.0006
batch_running	2026-09-10T01:49:41+00:00	175026820	12	0.0	0.0	3075152	8902265	1113928955	292930279143	308.09	487.66	500.98	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0056
batch_running	2026-09-10T01:49:44+00:00	175195400	12	0.0	0.0	3075152	8902265	1113928956	292930456987	308.09	487.66	500.98	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:49:57+00:00	175329584	12	0.0	0.0	3075152	8902265	1113928962	292931092324	249.67	465.94	493.66	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:50:00+00:00	175347436	12	0.0	0.0	3075152	8902265	1113928965	292931274850	249.67	465.94	493.66	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0016
batch_running	2026-09-10T01:50:11+00:00	175431204	12	0.0	0.0	3075152	8902265	1113928969	292931828321	204.31	445.32	486.47	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:50:15+00:00	175444740	12	0.0	0.0	3075152	8902265	1113928970	292932005519	204.31	445.32	486.47	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:50:17+00:00	175445848	12	0.0	0.0	3075152	8902265	1113928971	292932141059	220.30	444.64	486.03	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:50:27+00:00	175429144	12	0.0	0.0	3075152	8902265	1113928975	292932640597	283.17	450.70	487.55	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:50:31+00:00	175422876	12	0.0	0.0	3075152	8902265	1113928976	292932822862	316.55	454.84	488.69	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1102884	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:50:41+00:00	174802136	12	0.36	0.0	3075152	8902265	1113928981	292933377270	373.17	462.44	490.81	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:50:45+00:00	175054356	12	0.24	0.0	3075152	8902265	1113928982	292933554355	373.17	462.44	490.81	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:50:55+00:00	175332804	12	0.08	0.0	3075152	8902265	1113928986	292934097613	432.73	471.28	493.25	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:50:57+00:00	175426928	12	0.07	0.0	3075152	8902265	1113928987	292934188985	432.73	471.28	493.25	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0011
batch_running	2026-09-10T01:51:01+00:00	175461816	12	0.04	0.0	3075152	8902265	1113928988	292934371186	444.93	473.16	493.74	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:51:12+00:00	175469564	12	0.01	0.0	3075152	8902265	1113928993	292934926376	469.75	477.55	494.95	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:51:15+00:00	175472320	12	0.01	0.0	3075152	8902265	1113928995	292935102987	469.75	477.55	494.95	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0011
batch_running	2026-09-10T01:51:28+00:00	175413292	12	0.0	0.0	3075152	8902265	1113928998	292935738020	497.06	483.22	496.53	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:51:31+00:00	175402288	12	0.0	0.0	3075152	8902265	1113928999	292935919890	504.67	485.03	497.04	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
independent_live_monitor	2026-09-10T01:51:34+00:00	175414768	12	0.0	0.0	3075152	8902265	1113929000	292936053769	504.67	485.03	497.04	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:51:42+00:00	174822044	12	0.0	0.0	3075152	8902265	1113929003	292936475401	522.75	489.57	498.39	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:51:45+00:00	175011752	12	0.0	0.0	3075152	8902265	1113929008	292936651282	526.77	490.95	498.79	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0028
batch_running	2026-09-10T01:51:58+00:00	175303784	12	0.0	0.0	3075152	8902265	1113929024	292937286766	538.09	494.57	499.88	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0025
batch_running	2026-09-10T01:52:01+00:00	175326540	16	0.0	0.0	3075153	8902265	1113929025	292937468299	542.89	496.29	500.41	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.001302	0.000000	0.0006
independent_live_monitor	2026-09-10T01:52:12+00:00	175315808	16	0.0	0.0	3075153	8902265	1113929029	292937997775	550.93	499.54	501.43	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:52:12+00:00	175329928	16	0.0	0.0	3075153	8902265	1113929029	292938024431	550.93	499.54	501.43	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:52:16+00:00	175307900	16	0.0	0.0	3075153	8902265	1113929030	292938199811	555.26	501.29	501.98	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:52:28+00:00	175313540	16	0.0	0.0	3075153	8902265	1113929032	292938834783	563.89	504.91	503.15	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0003
batch_running	2026-09-10T01:52:32+00:00	175190376	16	0.0	0.0	3075153	8902265	1113929033	292939017159	566.22	506.37	503.63	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:52:43+00:00	174557292	16	0.0	0.0	3075153	8902265	1113929039	292939574156	570.93	509.36	504.64	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0011
batch_running	2026-09-10T01:52:46+00:00	174754648	16	0.0	0.0	3075153	8902265	1113929040	292939748987	571.90	510.58	505.06	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:52:50+00:00	174999012	16	0.0	0.0	3075153	8902265	1113929041	292939950065	571.90	510.58	505.06	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:52:58+00:00	175173688	16	0.0	0.0	3075153	8902265	1113929043	292940384858	576.71	513.62	506.11	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:53:02+00:00	175210976	16	0.0	0.0	3075153	8902265	1113929044	292940566072	578.82	515.11	506.63	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:53:13+00:00	175268872	16	0.0	0.0	3075153	8902265	1113929046	292941123821	581.70	517.82	507.60	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0004
batch_running	2026-09-10T01:53:16+00:00	175281232	16	0.0	0.0	3075153	8902265	1113929047	292941298248	583.25	519.20	508.10	4	2917671:1696828;2928618:1711484;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:53:28+00:00	175298224	16	0.0	0.0	3075153	8902265	1113929050	292941908026	587.97	522.32	509.24	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:53:29+00:00	175279004	16	0.0	0.0	3075153	8902265	1113929050	292941936371	587.97	522.32	509.24	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:53:32+00:00	175265108	16	0.0	0.0	3075153	8902265	1113929054	292942115448	589.57	523.75	509.77	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0022
batch_running	2026-09-10T01:53:43+00:00	174993692	20	0.0	0.0	3075154	8902265	1113929057	292942673163	592.03	526.45	510.80	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000355	0.000000	0.0005
batch_running	2026-09-10T01:53:47+00:00	175069212	20	0.0	0.0	3075154	8902265	1113929058	292942847828	593.15	527.77	511.31	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:53:59+00:00	175194864	20	0.0	0.0	3075154	8902265	1113929061	292943487451	593.50	530.00	512.21	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:54:03+00:00	175203976	20	0.0	0.0	3075154	8902265	1113929062	292943664491	594.27	531.22	512.70	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
independent_live_monitor	2026-09-10T01:54:06+00:00	175208144	20	0.0	0.0	3075154	8902265	1113929063	292943856220	594.24	532.26	513.14	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0005
batch_running	2026-09-10T01:54:13+00:00	175173168	20	0.0	0.0	3075154	8902265	1113929064	292944222714	594.46	533.33	513.59	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0003
batch_running	2026-09-10T01:54:17+00:00	175207644	20	0.0	0.0	3075154	8902265	1113929065	292944397834	593.95	534.24	513.99	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:54:29+00:00	175245600	20	0.0	0.0	3075154	8902265	1113929069	292945038355	594.92	536.41	514.91	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:54:33+00:00	174945200	20	0.0	0.0	3075154	8902265	1113929070	292945213401	595.33	537.46	515.37	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:54:44+00:00	174340044	24	0.0	0.0	3075155	8902265	1113929075	292945772381	596.54	539.61	516.30	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000355	0.000000	0.0009
independent_live_monitor	2026-09-10T01:54:44+00:00	174418696	24	0.0	0.0	3075155	8902265	1113929075	292945810817	596.54	539.61	516.30	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:54:47+00:00	174584116	24	0.0	0.0	3075155	8902265	1113929077	292945947616	596.58	540.56	516.74	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0015
batch_running	2026-09-10T01:55:00+00:00	175026956	416	0.0	0.0	3075171	8902265	1113929080	292946589016	595.91	542.26	517.54	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.004808	0.000000	0.0005
batch_running	2026-09-10T01:55:03+00:00	175036020	416	0.0	0.0	3075171	8902265	1113929081	292946762444	595.76	543.12	517.95	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:55:14+00:00	178343120	416	0.0	0.0	3075171	8902265	1113929091	292947321377	597.67	545.27	518.92	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0018
batch_running	2026-09-10T01:55:17+00:00	178252796	416	0.0	0.0	3075171	8902265	1113929172	292947497000	597.70	546.15	519.35	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0461
independent_live_monitor	2026-09-10T01:55:23+00:00	177804744	416	0.0	0.0	3075171	8902265	1113929290	292947763928	598.52	547.17	519.83	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0442
batch_running	2026-09-10T01:55:25+00:00	177486104	420	0.0	0.0	3075172	8902265	1113929343	292947883658	598.52	547.17	519.83	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.001953	0.000000	0.0443
batch_running	2026-09-10T01:55:33+00:00	177319436	420	0.0	0.0	3075172	8902265	1113929485	292948311809	600.12	549.21	520.78	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0332
batch_running	2026-09-10T01:55:44+00:00	173616376	0	0.0	0.0	3075183	8902370	1113929544	292948870832	598.26	550.49	521.50	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.003906	0.037287	0.0106
batch_running	2026-09-10T01:55:48+00:00	173738544	0	0.0	0.0	3075183	8902370	1113929545	292949046555	598.00	551.23	521.90	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0006
batch_running	2026-09-10T01:55:55+00:00	173897380	0	0.0	0.0	3075183	8902370	1113929546	292949434822	600.73	553.36	522.91	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1115172	0.000000	0.000000	0.0003
independent_live_monitor	2026-09-10T01:56:01+00:00	173899156	0	0.0	0.0	3075183	8902370	1113929546	292949714815	600.03	554.00	523.28	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:56:04+00:00	173822412	0	0.0	0.0	3075183	8902370	1113929547	292949861781	600.03	554.00	523.28	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:56:10+00:00	173743732	0	0.0	0.0	3075183	8902370	1113929549	292950164339	602.43	555.26	523.85	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:56:18+00:00	173787076	0	0.0	0.0	3075183	8902370	1113929552	292950595907	603.06	556.96	524.74	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:56:26+00:00	173874720	0	0.0	0.0	3075183	8902370	1113929555	292950986177	601.74	558.19	525.48	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:56:34+00:00	173859648	0	0.0	0.0	3075183	8902370	1113929557	292951412304	600.96	558.75	525.84	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0005
independent_live_monitor	2026-09-10T01:56:39+00:00	171261672	0	0.0	0.0	3075183	8902370	1113929558	292951665509	599.36	559.12	526.14	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0004
batch_running	2026-09-10T01:56:40+00:00	171231232	0	0.0	0.0	3075183	8902370	1113929558	292951714287	599.36	559.12	526.14	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0000
batch_running	2026-09-10T01:56:48+00:00	173464636	0	0.0	0.0	3075183	8902370	1113929561	292952145167	597.59	560.07	526.80	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0007
batch_running	2026-09-10T01:56:56+00:00	173694300	0	0.0	0.0	3075183	8902370	1113929564	292952538178	596.66	561.10	527.50	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0008
batch_running	2026-09-10T01:57:04+00:00	173771116	0	0.0	0.0	3075183	8902370	1113929568	292952962189	596.29	561.62	527.84	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0009
batch_running	2026-09-10T01:57:10+00:00	173777656	0	0.0	0.0	3075183	8902370	1113929569	292953264490	584.74	559.80	527.43	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0003
batch_running	2026-09-10T01:57:14+00:00	173787468	0	0.0	0.0	3075183	8902370	1113929570	292953438855	567.54	556.65	526.59	4	2917671:1696828;2928618:1715580;3239613:1156468;3390735:1114144	0.000000	0.000000	0.0006
