budget_name	run_index	decode_index	direct_up_saving_ms	gate_saving_ms	down_saving_ms	total_ffn_projection_saving_ms	mlp_top_saving_ms	mlp_internal_residual_ms	self_attn_saving_ms	norm_saving_ms	final_stage_saving_ms	observed_decode_saving_ms	accounted_toplevel_saving_ms	unexplained_residual_ms	negative_offset_from_direct_up_ms	measured_non_up_offset_ms	localized_offset_fraction
B24	5	1	0.4233279228210449	-0.3774399757385254	0.011967957019805908	0.05785590410232544	0.034944042563438416	-0.022911861538887024	-0.23088005185127258	0.024480007588863373	-0.0038399696350097656	-0.20992088317871094	-0.17529597133398056	-0.03462491184473038	0.6332488059997559	0.5986238941550255	0.9453217889766637
B24	5	2	0.4186559319496155	-0.38947195559740067	0.0065279752016067505	0.035711951553821564	0.02265600860118866	-0.013055942952632904	-0.1472959816455841	0.005151994526386261	-0.0056639909744262695	-0.11468696594238281	-0.12515196949243546	0.010465003550052643	0.5333428978919983	0.5438079014420509	1.0196215297727125
B24	5	3	0.4235519468784332	-0.40518397092819214	0.0014720261096954346	0.019840002059936523	0.007008060812950134	-0.01283194124698639	-0.12390400469303131	0.004767995327711105	0.00035201944410800934	-0.103424072265625	-0.11177592910826206	0.008351856842637062	0.5269760191440582	0.5353278759866953	1.0158486468818877
B24	6	1	0.41231994330883026	-0.40518395602703094	0.005440019071102142	0.012576006352901459	0.011039882898330688	-0.0015361234545707703	-0.10595197975635529	-0.01004799548536539	-0.004096031188964844	-0.11392021179199219	-0.10905612353235483	-0.004864088259637356	0.5262401551008224	0.5213760668411851	0.9907569040247309
B24	6	2	0.421567939221859	-0.3874879404902458	0.005696013569831848	0.03977601230144501	0.034463897347450256	-0.005312114953994751	-0.08323197066783905	0.019488006830215454	-0.007167935371398926	-0.0057277679443359375	-0.036448001861572266	0.030720233917236328	0.4272957071661949	0.45801594108343124	1.0718945531210025
B24	6	3	0.40249593555927277	-0.39692795276641846	0.006239980459213257	0.011807963252067566	0.006687968969345093	-0.005119994282722473	-0.18598401546478271	0.01344000268727541	0.0010238969698548317	-0.16486358642578125	-0.16483214683830738	-3.1439587473869324e-05	0.567359521985054	0.5673280823975801	0.9999445861288027
BFULL	0	1	0.5738239549100399	-0.11980802565813065	-0.02342398464679718	0.4305919446051121	0.41571202874183655	-0.014879915863275528	-0.5124159753322601	0.07388800103217363	-0.005856028757989407	0.029727935791015625	-0.028671974316239357	0.05839991010725498	0.5440960191190243	0.6024959292262793	1.1073338308959022
BFULL	0	2	0.5784959830343723	-0.1464960277080536	-0.035520002245903015	0.3964799530804157	0.3821120113134384	-0.01436794176697731	-0.5410879999399185	0.08067199680954218	-0.00591995008289814	-0.09011077880859375	-0.08422394189983606	-0.005886836908757687	0.6686067618429661	0.6627199249342084	0.9911953673747913
BFULL	0	3	0.5730239562690258	-0.12016002088785172	-0.02979201078414917	0.4230719245970249	0.4150400757789612	-0.008031848818063736	-0.4769599288702011	0.09727999940514565	-0.004032015800476074	0.03379249572753906	0.03132813051342964	0.0024643652141094208	0.5392314605414867	0.5416958257555962	1.0045701436107506
BFULL	1	1	0.5736319683492184	-0.1814720407128334	-0.02950398623943329	0.3626559413969517	0.34569603204727173	-0.016959909349679947	-0.5361280143260956	0.0697920098900795	-0.006240002810955048	-0.094207763671875	-0.1268799751996994	0.0326722115278244	0.6678397320210934	0.7005119435489178	1.048922233825394
